Product Name,Customer ID,Order City,Quantity,Total Sales Value,Order Status,Timestamp,Unit Price
Mouse,9b8c21cf-5093-4828-9360-0417e675da88,Boston,1,237.93,Pending,4/29/2024,237.93
Smartwatch,f0751a90-b71a-41d2-b767-0ff3e39dd932,Miami,9,950.04,Delivered,1/2/2025,105.56
Smartwatch,aa1d41e1-c790-4935-ad03-96d88fb4ba89,San Francisco,8,1998.4,Delivered,3/10/2024,249.8
Camera,6665a4be-8a8e-4d39-8aa9-23cb89405ea3,Phoenix,10,2899.4,Pending,10/12/2024,289.94
Headphones,e650185f-9d12-4095-9ae7-16de96f72855,Seattle,2,929.12,Pending,8/3/2024,464.56
Camera,b4e041a5-31ae-472b-8339-235b30ffeb4f,Seattle,4,200.28,Delivered,5/27/2024,50.07
Smartphone,5965dfd7-418f-40bb-9b75-708836d6956d,Miami,9,3492.72,Delivered,5/14/2024,388.08
Camera,f98226a1-9046-424b-9d97-250877230f57,Dallas,5,2293.95,Cancelled,4/10/2024,458.79
Gaming Console,6bde9231-25a4-4491-8659-ab9ac252171f,Dallas,3,596.25,Cancelled,12/30/2024,198.75
Smartwatch,fafee3bd-031f-4e5b-bb0c-9806deba2c3a,Houston,5,1724.7,Shipped,2/27/2024,344.94
Headphones,04cc879c-4d70-4497-93c0-3110778c3317,Dallas,9,4265.37,Cancelled,3/4/2024,473.93
Gaming Console,8591d9d5-463d-4c52-9362-c561637176b3,Los Angeles,10,2744.4,Delivered,4/29/2024,274.44
Headphones,cd5841aa-91f8-4c05-b3c2-27fd30c6a539,Dallas,10,3785,Shipped,6/6/2024,378.5
Gaming Console,bdf21505-03ec-4d17-ad78-d200da22a84c,Los Angeles,2,910.82,Shipped,7/31/2024,455.41
Smartphone,cc511297-806b-4148-a676-767433660644,Seattle,3,767.1,Shipped,1/23/2025,255.7
Keyboard,8d9ade1c-34a0-4746-92b2-ed11da8a9fc6,Miami,5,1062.6,Cancelled,7/22/2024,212.52
Keyboard,13e368ca-4941-4e67-9954-3fff5ade626c,Houston,10,3284.7,Pending,10/31/2024,328.47
Camera,31f2c8ea-d0ab-41df-9420-00bf10df1bf6,San Francisco,1,162.23,Shipped,7/6/2024,162.23
Laptop,4846684a-6c17-40e9-9f7e-530be7f47487,Miami,3,933.18,Shipped,9/28/2024,311.06
Tablet,b18268e3-9d8e-4d26-a64d-d1f2deefaf7a,Phoenix,4,182.48,Delivered,10/27/2024,45.62
Gaming Console,b7e4c281-58be-448e-b54d-668d93e3624e,San Francisco,7,2256.45,Shipped,2/26/2024,322.35
Tablet,86d80f04-3b1f-4320-9e63-0a54409ef80d,Seattle,3,1434.72,Shipped,12/30/2024,478.24
Mouse,a04ce9f0-0d98-4dc0-8f3e-47ca06dabb96,Chicago,10,1745.5,Delivered,3/16/2024,174.55
Laptop,05386721-8e1a-4f1f-bebd-d31e1f73869c,Phoenix,9,3335.49,Cancelled,9/30/2024,370.61
Smartphone,5dbd73c6-8c9c-4d48-8005-6e1b2d50a544,Los Angeles,6,144.3,Cancelled,12/15/2024,24.05
Smartwatch,26cd8c64-9a28-406b-adb3-30aeb636dfef,Chicago,9,2714.76,Delivered,6/12/2024,301.64
Gaming Console,40fe19e8-1f87-4ad6-8d04-65a8b1ffc09b,Phoenix,9,4111.92,Delivered,3/16/2024,456.88
Camera,4888f072-117e-4cbb-ab13-c6eae6bb8e12,Phoenix,9,2502.18,Shipped,3/8/2024,278.02
Keyboard,ba4c51da-85db-4611-b509-45b2a9e4522b,Boston,8,319.76,Delivered,12/21/2024,39.97
Monitor,a2504e5c-8d3a-4da8-8cbb-600df2c81943,Boston,8,3233.28,Delivered,5/5/2024,404.16
Camera,0da8ef1f-b148-4938-9c7e-3aee6c356fc9,Dallas,2,865.84,Delivered,1/12/2025,432.92
Camera,e839cae0-a55d-4a16-8eb0-8056924bc522,Phoenix,10,2952.4,Pending,7/20/2024,295.24
Tablet,66898b39-6986-418f-babf-011ff5c36c75,Miami,7,1699.46,Cancelled,10/4/2024,242.78
Smartphone,fa0c23a8-2ee6-450a-ac75-52c72bb4c3e4,San Francisco,3,694.95,Shipped,12/19/2024,231.65
Monitor,5a3e17ab-4a19-45d3-98a6-6bd13bc95624,Boston,7,1247.26,Delivered,9/20/2024,178.18
Smartwatch,f989ee18-c637-4344-b71f-51b4a0243da5,Miami,4,1834.28,Shipped,7/3/2024,458.57
Headphones,865d2638-527f-4e8e-8835-8cab546fffe9,Miami,9,2168.91,Delivered,3/30/2024,240.99
Camera,10206748-e955-4a89-8e54-e19053704827,Dallas,9,3776.04,Delivered,10/15/2024,419.56
Smartwatch,ee98bcab-c86a-4ee2-a5ca-833658f3340b,Houston,6,996.42,Pending,1/2/2025,166.07
Smartwatch,902555f5-b9a1-4216-9aa6-ccb27b8d63ce,Phoenix,4,1578.04,Pending,12/12/2024,394.51
Smartwatch,c9d8ae00-d1d8-4e59-8e47-1469feb7621e,San Francisco,1,291.18,Delivered,3/27/2024,291.18
Camera,b4eea140-db0d-457f-880d-87de71d11a93,Houston,4,169.04,Cancelled,11/30/2024,42.26
Mouse,07fa88c6-4b73-45bb-8e49-3f7ce70f5245,Houston,7,2573.69,Delivered,6/5/2024,367.67
Headphones,95803afe-f133-4ead-b9de-45cdf5843f7a,Miami,7,2669.1,Pending,6/30/2024,381.3
Tablet,117baf30-a360-45b8-8ece-95d6e97564a2,Miami,6,973.5,Delivered,9/4/2024,162.25
Monitor,1f289907-0871-453f-85c6-542c7bd36495,San Francisco,9,1394.82,Shipped,3/12/2024,154.98
Smartwatch,3c01e343-0789-4e6a-a05c-87fcb7d3a849,Boston,8,2937.04,Cancelled,1/9/2025,367.13
Gaming Console,49bfec20-b182-4def-b44c-0784ec7cbcd0,San Francisco,7,3013.5,Cancelled,11/29/2024,430.5
Mouse,c4be8f5c-595b-4d3b-9d27-1547d8cb0232,Miami,8,3289.92,Cancelled,2/14/2024,411.24
Monitor,6575ae2d-00e8-474d-9270-eb79af0531be,Phoenix,7,2366.49,Pending,10/22/2024,338.07
Camera,1bde3b59-539c-473e-b9fb-70adcff9c094,Seattle,10,890,Cancelled,10/14/2024,89
Headphones,6ea19113-d37b-4dd8-806b-6818b08bb364,Houston,6,1028.64,Shipped,10/6/2024,171.44
Camera,7601633d-e963-4a1c-9cdc-5339d328e36f,San Francisco,6,626.52,Delivered,4/8/2024,104.42
Gaming Console,680c9b67-f890-4a03-acd9-d1408b0a7376,Miami,5,753.85,Shipped,7/20/2024,150.77
Smartphone,bd6bb4ec-fe07-4eb3-84e1-3f6e39f8614b,Phoenix,3,646.26,Delivered,11/19/2024,215.42
Smartwatch,ad377b7e-c468-42a2-816f-47d52a1d2c7a,San Francisco,8,1164.8,Shipped,11/11/2024,145.6
Gaming Console,6f495705-354e-489e-9261-52495fd55c80,Boston,1,142.6,Pending,9/22/2024,142.6
Camera,bc444086-58e6-4667-afd6-b82561b09444,Phoenix,4,883.24,Shipped,6/21/2024,220.81
Tablet,1100084e-eb2f-4f5a-8a2f-cba505bac37c,Dallas,1,215.4,Cancelled,4/19/2024,215.4
Camera,dbaf3b46-06c5-497e-93fa-1254f793a9e8,Los Angeles,2,670.82,Shipped,3/20/2024,335.41
Monitor,e1514942-8a0d-40f1-a63e-e3133fd4b6c9,Chicago,3,1345.41,Shipped,12/13/2024,448.47
Smartphone,c962307d-086f-4d79-a1e2-0973d54f22f7,Los Angeles,8,3571.92,Cancelled,12/16/2024,446.49
Tablet,a96fbdb4-a105-4f5e-8005-1f87ab344ea9,Dallas,9,4396.59,Delivered,1/15/2025,488.51
Tablet,28ed57f2-2ed1-4fce-b49b-d6f5eb6b6d11,New York,2,122.38,Shipped,4/11/2024,61.19
Mouse,4be243c5-a35b-44e2-97ae-077e0bed4a41,Houston,1,467.03,Shipped,9/25/2024,467.03
Laptop,2f224cb3-95ec-4444-b8d0-776fdca42a4b,New York,7,3147.83,Delivered,1/25/2025,449.69
Keyboard,6df0d65b-1b20-465e-8da0-ff30a3e59f2a,Houston,7,2306.5,Delivered,8/14/2024,329.5
Smartphone,3c39e443-910c-4197-a4f7-5014c8c5eae3,Phoenix,2,830.44,Delivered,5/26/2024,415.22
Monitor,6bf74f23-ab7b-472d-826a-aa575b4e1f3f,Chicago,8,104.16,Cancelled,11/19/2024,13.02
Monitor,db9eec37-d950-46bc-808e-2ad586e8bd7f,Miami,1,59.11,Shipped,7/1/2024,59.11
Smartphone,899398af-bf4c-4912-86b1-43bc31cc01ef,Phoenix,10,4716.4,Delivered,11/2/2024,471.64
Mouse,f95fed92-e25b-48a7-a584-9b93d1114c8d,New York,9,3767.85,Pending,5/18/2024,418.65
Smartphone,a17ba677-194f-4e7c-aae0-85b712c7607f,Dallas,7,2777.67,Pending,2/13/2024,396.81
Smartwatch,45d60da3-0519-475d-9121-1ba91e40455c,Dallas,6,2789.64,Pending,10/18/2024,464.94
Monitor,2a4f8fef-54c4-4eed-a835-86a064fcef63,Los Angeles,2,977.46,Delivered,1/29/2025,488.73
Monitor,d9c71dde-bc4d-4143-ad89-a2d5433bfbb9,Dallas,7,1569.75,Pending,4/21/2024,224.25
Smartwatch,a66a6548-491c-497f-b184-154483b53983,Miami,7,2329.74,Shipped,11/7/2024,332.82
Keyboard,dc720966-0846-45cc-a339-8dde160abccd,Dallas,9,2914.65,Shipped,8/22/2024,323.85
Mouse,0c124e19-f5d5-443d-855c-f8090366af80,Dallas,10,3595,Cancelled,12/10/2024,359.5
Tablet,a06f9c2d-8d35-4d90-83a2-38d2579fb53e,Boston,7,1847.79,Pending,12/27/2024,263.97
Keyboard,72a07a36-2aa2-4616-b5ee-b47f81a3c668,San Francisco,7,468.51,Cancelled,7/8/2024,66.93
Gaming Console,9b65e296-a10d-40d0-9426-9ee943475596,Miami,1,311.21,Cancelled,12/5/2024,311.21
Smartwatch,7bda616b-5f4e-4bf0-af38-2c19df301afd,Dallas,5,497.05,Cancelled,6/19/2024,99.41
Mouse,0e96ed58-f3d0-4773-92b1-c7597b279343,Seattle,5,1573.3,Delivered,6/15/2024,314.66
Smartphone,29349f27-ccc0-47ea-ae19-ae4a3281ad57,Boston,6,1120.44,Cancelled,4/11/2024,186.74
Smartwatch,f1535b84-3acd-45c3-9b39-c96fc01c2a3e,Los Angeles,3,1100.37,Cancelled,2/3/2024,366.79
Headphones,c240697c-8f70-4963-ae1c-5633b2cdff2e,Chicago,1,418.18,Delivered,4/11/2024,418.18
Keyboard,d42a1080-ad2f-43c8-bf9c-9623b72351f0,Miami,1,7.73,Shipped,7/11/2024,7.73
Tablet,ec09eaea-2f98-4560-8b50-d9855a9164b7,Chicago,9,1198.62,Cancelled,5/29/2024,133.18
Mouse,16a8b534-27ab-4e54-b301-b16d3993d2b1,New York,7,1246.56,Pending,12/12/2024,178.08
Mouse,e7b187fa-9110-47c3-9d49-3e7543f5bb97,Los Angeles,8,1239.52,Shipped,1/2/2025,154.94
Smartwatch,96a6adce-8e4e-4009-89eb-dd088c19ac18,Phoenix,3,1308.15,Shipped,7/13/2024,436.05
Smartwatch,460c5426-914c-4231-9ace-6f60521c592d,Boston,9,3186,Delivered,11/14/2024,354
Monitor,5bcb6b77-5417-487e-a06c-7436f65ba831,Los Angeles,7,817.11,Delivered,4/13/2024,116.73
Tablet,da310fc9-ac47-4a3e-8c64-76360bb1c0fb,Dallas,9,4238.46,Delivered,12/3/2024,470.94
Smartwatch,00cc2287-6ecb-48bf-8bc9-0db3a7e4af34,Dallas,9,3020.67,Cancelled,11/24/2024,335.63
Headphones,76e05486-a501-4105-b622-7e160c916918,Dallas,2,298.06,Delivered,4/30/2024,149.03
Keyboard,f99c24f8-897c-4df7-941a-28655f08c3e6,Chicago,3,1200.09,Delivered,2/26/2024,400.03
Monitor,58c363ca-ad40-4380-b1a4-fc5a6e50ebd6,Miami,5,1661.95,Delivered,5/23/2024,332.39
Mouse,e07dd36e-9523-4e09-a2a0-a2a4bf5f9e8b,Chicago,8,1251.2,Delivered,10/4/2024,156.4
Laptop,dc629ae2-9597-43f2-a1ba-6bd73b6cd332,Chicago,3,1336.35,Shipped,1/7/2025,445.45
Laptop,b9b34d78-f970-44c8-b9cc-b08abea828e5,Boston,10,684.7,Delivered,11/1/2024,68.47
Headphones,844186cd-d477-4b21-ae60-544b12da1a72,Phoenix,4,74.56,Delivered,3/2/2024,18.64
Smartwatch,e39fe786-c68e-4465-8bee-9f19212bcc40,New York,2,122.9,Pending,5/24/2024,61.45
Smartphone,0b12dbe0-4c6e-4153-bf1f-8be0c2412802,Los Angeles,7,665.7,Shipped,10/13/2024,95.1
Monitor,399251a1-f01d-4e6a-b416-54f9fd525aa3,Los Angeles,10,4701.3,Shipped,3/21/2024,470.13
Keyboard,98c3d059-ee2e-4498-94dc-f133e1941ff5,Los Angeles,4,458.16,Pending,6/22/2024,114.54
Tablet,2ced2e39-5200-46e1-81ba-fbffae0318a9,Chicago,1,38.66,Delivered,1/29/2025,38.66
Laptop,113d8616-66c5-4f8b-9efa-13251c072727,Phoenix,1,215.39,Cancelled,1/11/2025,215.39
Camera,b00de828-c7f3-4772-aed4-b312885668b2,Chicago,9,603.81,Pending,12/30/2024,67.09
Headphones,dc718893-d69f-4ab8-9c33-c2a83b6a69ca,Miami,4,694.68,Shipped,6/18/2024,173.67
Smartphone,b8f8f4f0-99dc-41a8-8e37-5feaec888d9f,Houston,4,1875.2,Pending,2/26/2024,468.8
Smartwatch,73e7bc2a-8a91-4163-8f5f-7df970ffa2d4,San Francisco,6,625.44,Delivered,7/12/2024,104.24
Gaming Console,64e08cd0-fbda-4cd7-92ce-18f4a85c7087,Los Angeles,3,41.01,Cancelled,10/14/2024,13.67
Headphones,7cddfc8a-77fd-4486-afb1-64702d7ebbf4,Phoenix,8,223.52,Cancelled,5/12/2024,27.94
Keyboard,ba6fc8a8-1f80-4927-8090-2c8b679790aa,Phoenix,1,381.16,Pending,11/28/2024,381.16
Camera,311b06c1-c155-47ed-b858-a39b9d2bbabd,San Francisco,4,964.24,Cancelled,11/1/2024,241.06
Monitor,7021dae3-b3a6-411e-8ea4-8a83c30085a6,Miami,6,1208.16,Shipped,9/9/2024,201.36
Gaming Console,476fe1a6-87d9-4a38-8787-affa023a663a,San Francisco,10,553.1,Pending,6/10/2024,55.31
Mouse,355cb3c4-5ac0-4b53-a89d-220c19995ef4,New York,6,2966.58,Pending,7/27/2024,494.43
Mouse,afc7521d-aaa7-4f00-98d7-5e1f10a35611,Boston,5,1210.25,Shipped,9/29/2024,242.05
Smartwatch,27ff592f-3ad5-46f3-bf3a-bbec0b4b922d,Chicago,6,364.98,Delivered,7/19/2024,60.83
Mouse,d65cabed-bf09-4f7a-a6cd-172d7e6d910b,Seattle,6,1365.84,Cancelled,10/31/2024,227.64
Keyboard,ba50c4db-df5e-45c0-b254-b566adc266f2,Houston,4,1847.68,Delivered,3/11/2024,461.92
Tablet,0f27a286-7095-4ae4-9f8b-ff0899ee7d0c,Boston,1,496.54,Delivered,3/13/2024,496.54
Smartphone,dc854b1c-7eb6-4d39-b6b7-d9ffbfcc13b6,Phoenix,6,1875.24,Delivered,4/17/2024,312.54
Smartwatch,aae66592-3c96-48ec-a2b6-d95b32d3c69e,Miami,1,343.83,Delivered,11/21/2024,343.83
Tablet,13f81c18-7647-4df0-8578-e730051016da,Los Angeles,9,52.56,Shipped,9/23/2024,5.84
Mouse,76c68f48-5bba-4143-9d2f-253c768c3cd5,Los Angeles,1,340.2,Pending,8/17/2024,340.2
Headphones,a37a62e9-6033-420d-8f8b-20e224a280d7,Phoenix,1,69.07,Delivered,2/23/2024,69.07
Smartphone,ab39303a-b65b-4928-8796-1b0a90b993d1,Boston,6,2049.18,Shipped,2/17/2024,341.53
Mouse,b688f130-9525-4e96-b547-a8bbfd2ea3b8,Boston,9,459.63,Pending,9/8/2024,51.07
Monitor,7132d3ef-5fd1-4e2a-88c0-5f704f85b278,Miami,1,329.46,Cancelled,8/20/2024,329.46
Laptop,8fe005f0-8dd1-406c-8261-f4641ba366bb,Los Angeles,3,131.22,Pending,11/3/2024,43.74
Monitor,3026f270-e519-472d-ba65-e88a58a5504e,New York,7,2913.47,Cancelled,8/6/2024,416.21
Headphones,fc54208c-34d1-4a37-bfdd-f33e8d86a5b7,Houston,2,791.12,Pending,4/1/2024,395.56
Smartwatch,2a6dbbd3-b8cc-43cb-aef4-54833f988486,New York,7,1707.79,Pending,3/23/2024,243.97
Monitor,ce8d09b2-0b58-44ba-a810-3d6624ecb0a4,Houston,6,1674.72,Shipped,1/8/2025,279.12
Gaming Console,44928076-626e-4d1b-b2dc-5f5c0284904e,Dallas,7,2072.91,Delivered,6/26/2024,296.13
Smartphone,49769a04-e94b-4099-b787-017fc31d05a4,Seattle,8,820.4,Cancelled,5/15/2024,102.55
Tablet,72b96101-0a0e-4e2e-ad65-f08223cb34a6,Phoenix,2,732.66,Cancelled,2/10/2024,366.33
Tablet,44f24f68-bbad-4c93-bb6e-ef9782a50d5e,Chicago,9,3219.75,Delivered,4/10/2024,357.75
Tablet,b80f3da5-ea81-4928-bafe-68c30472099c,Phoenix,6,2327.22,Shipped,6/18/2024,387.87
Tablet,419d60bb-b45c-4b1c-a470-c9b23661df5b,Houston,8,3159.28,Delivered,11/17/2024,394.91
Laptop,1b68c704-9601-471d-aeac-c33c859bbb86,Houston,6,1433.28,Delivered,7/26/2024,238.88
Gaming Console,10e377c9-8950-41d3-bdac-219dc9e90103,Chicago,9,4493.88,Cancelled,9/15/2024,499.32
Keyboard,7e6c43de-30fe-4342-9bb3-ba702d49e165,Seattle,2,731.5,Cancelled,9/30/2024,365.75
Keyboard,838ae9fb-1df9-4a4a-8fb8-10fbff90fe9e,Seattle,5,1795.8,Shipped,2/11/2024,359.16
Camera,6cb4312d-cc65-476e-89ab-a9b787c55fef,Chicago,9,3945.78,Cancelled,2/12/2024,438.42
Tablet,c3a0d2f8-7a85-46d2-9293-3702c6f56b4d,Chicago,7,1499.82,Shipped,9/2/2024,214.26
Gaming Console,c9c50e23-b634-47b8-b6ff-bc1cf5ca09ae,Phoenix,5,440.1,Cancelled,11/28/2024,88.02
Smartwatch,8c6ffddb-4337-41c9-a0a4-8905071ffe6c,Phoenix,10,1165.7,Delivered,4/3/2024,116.57
Mouse,8d329dbf-3a66-4da4-8301-51fc14178c5f,Miami,8,3107.92,Shipped,9/10/2024,388.49
Laptop,a969824b-c781-4b79-980f-35413f49ece0,New York,1,260.38,Delivered,3/19/2024,260.38
Headphones,f05a6640-7e8d-4627-99ad-27b6f56a7025,Houston,10,946.4,Cancelled,11/3/2024,94.64
Smartwatch,8af73460-4741-45b8-b2a0-7f06e5b84618,Chicago,1,8.34,Shipped,6/18/2024,8.34
Mouse,7d247c52-f085-48b4-8c88-78125a6ff46b,Chicago,1,177.78,Cancelled,5/21/2024,177.78
Laptop,728583c4-7de4-4955-aea3-c316974fa3a5,San Francisco,1,464.79,Shipped,4/28/2024,464.79
Laptop,216e9ce5-a268-4475-a4ca-0a300a2b06e3,Dallas,7,2381.05,Delivered,10/14/2024,340.15
Gaming Console,719b69af-cc20-4233-88c6-562782802cc3,Chicago,7,645.26,Shipped,5/29/2024,92.18
Camera,684e5669-8a5b-4db0-ba47-988094a4f71c,New York,9,490.86,Shipped,1/5/2025,54.54
Tablet,b1f1871f-6848-4c95-a12b-d41d75c8e8e0,Boston,1,274.57,Shipped,3/8/2024,274.57
Keyboard,75639779-fbc7-499d-ade2-6991298f6578,Chicago,3,533.13,Pending,4/2/2024,177.71
Monitor,a4eb95a4-fead-4b01-969a-73a57217a495,Miami,6,1863.96,Pending,1/30/2025,310.66
Mouse,d2de46ae-9180-43bb-a41a-022f4a52ba7b,Boston,8,2445.04,Cancelled,7/15/2024,305.63
Smartphone,37c38c1a-5303-43ad-afbd-d662d84e9fb4,Los Angeles,1,376.43,Pending,9/27/2024,376.43
Laptop,bcd427f7-7d4e-4aff-ba18-86e59e186489,Boston,8,3947.12,Pending,2/28/2024,493.39
Smartphone,d0cce634-b174-48f4-80d2-e4ebca14ebef,Seattle,5,775.5,Delivered,9/6/2024,155.1
Headphones,30a8d5e0-cd9b-4583-8a97-c0fb97f53bd9,New York,5,875.85,Shipped,6/8/2024,175.17
Monitor,df7095e1-f24f-482c-b520-e12b0c10421a,Los Angeles,9,3802.77,Pending,8/18/2024,422.53
Laptop,d45f362b-be8e-422e-96cd-ac9f7af91835,San Francisco,3,758.1,Delivered,10/4/2024,252.7
Keyboard,2cc4b58e-98e1-4f38-8033-7c8fefbd3ed5,New York,10,142.1,Delivered,3/2/2024,14.21
Laptop,99a540f8-07d5-4f41-a608-fe91446f378f,Seattle,5,1595.4,Delivered,9/3/2024,319.08
Keyboard,67344fc6-47dc-4d75-a663-17282fd9656b,Phoenix,10,4881.5,Pending,4/26/2024,488.15
Headphones,c0ba7844-67b8-43e2-99ae-2593f51c9212,Phoenix,10,4018.3,Delivered,1/14/2025,401.83
Smartphone,88131a79-bcb3-4ebe-94c9-28702b34edf9,Los Angeles,2,181.88,Delivered,6/29/2024,90.94
Tablet,eef83ec7-9e9d-4361-82bf-1cb67bbe0870,Houston,4,92.52,Shipped,7/10/2024,23.13
Gaming Console,c5a4f3ba-a646-4781-92f5-8412362e6f83,Dallas,1,397,Cancelled,5/11/2024,397
Smartphone,41425a92-1c8f-4dc9-82e9-39ba3ded24c1,Phoenix,1,326.53,Cancelled,5/9/2024,326.53
Mouse,0317db65-616b-43bd-8b00-3ef5ccc830e6,Phoenix,10,4818.5,Shipped,7/11/2024,481.85
Smartphone,73b87b7a-3661-4f33-970b-785b72973433,Chicago,7,1228.57,Cancelled,6/1/2024,175.51
Monitor,7cdd0580-99e0-4083-8670-44832c4da46c,Chicago,10,2665.4,Pending,12/28/2024,266.54
Headphones,9078f87a-47ba-4a2c-962d-e524ec7e04df,Los Angeles,1,294.47,Cancelled,11/28/2024,294.47
Gaming Console,121946f3-dac9-44fa-8291-9b61c88c8d95,Los Angeles,4,87.56,Pending,9/1/2024,21.89
Headphones,446a5b94-be99-41ea-86ea-62b03c8dd1f3,Dallas,3,204.12,Shipped,6/30/2024,68.04
Monitor,1a7fcc71-2bee-4a12-ac8c-b51e312ae602,Miami,10,644.4,Delivered,11/6/2024,64.44
Monitor,f8a1a030-49bc-4d4f-8d8a-85de444777d7,Phoenix,9,1598.85,Cancelled,1/17/2025,177.65
Laptop,70f3fbbe-12f1-4f54-9824-bd18816c50ef,Boston,7,2637.67,Shipped,1/11/2025,376.81
Smartphone,32e54796-98f7-45eb-abcf-363c9b153284,Boston,2,157.72,Delivered,10/17/2024,78.86
Gaming Console,ac227254-fa70-4364-a48d-abd498562096,New York,4,182.28,Cancelled,9/30/2024,45.57
Monitor,8df79a2f-8c3e-4115-bf1f-0c9157cf2a00,Houston,6,1201.62,Pending,4/28/2024,200.27
Monitor,c01ff67b-d140-470b-a138-0c6d6f0cf59b,San Francisco,8,766.56,Cancelled,12/19/2024,95.82
Smartwatch,a212d1e9-2149-459d-81c7-7c46e1a6967f,Chicago,6,223.5,Cancelled,3/27/2024,37.25
Tablet,de9dabce-3329-45b5-8ae5-3fe37ac0decc,Seattle,5,1602.2,Pending,7/20/2024,320.44
Smartphone,f6095bca-e38c-4820-86b6-7b6691e86b8e,Phoenix,6,295.86,Cancelled,7/28/2024,49.31
Mouse,743e61c3-8ba8-43d1-af75-399917ee9aa0,Chicago,3,698.64,Delivered,8/7/2024,232.88
Mouse,b708c986-401a-43fb-b2ad-8de15d149d25,San Francisco,8,2992.72,Shipped,4/21/2024,374.09
Smartwatch,bed064e0-a9e8-4b18-89dd-c82c109c2975,New York,5,945.65,Pending,2/3/2024,189.13
Tablet,636973e3-9c9d-41ec-8a75-89a4b37312e3,Boston,10,3926.1,Shipped,3/14/2024,392.61
Gaming Console,4b4ddc50-ec5c-4f41-8fab-1249d15a4fb3,Houston,8,2226.4,Cancelled,11/21/2024,278.3
Smartphone,c6d6d48f-36f9-4f5e-995e-789e11d7add3,Houston,2,172.64,Pending,3/25/2024,86.32
Laptop,bafd6c8b-fc1f-4d37-9d3b-b07e2b22968f,Seattle,7,2519.02,Shipped,3/3/2024,359.86
Keyboard,cb057870-02af-42ab-8182-2cf267c9dc4a,Phoenix,1,144.42,Pending,11/22/2024,144.42
Camera,6d328a70-ba01-416f-a021-ce827d6e19e0,New York,1,151.15,Pending,11/15/2024,151.15
Smartwatch,c71a71ff-8442-4348-9f26-c165ce2afc6f,New York,8,2366.56,Delivered,1/30/2025,295.82
Headphones,cbb738bc-88dd-47c9-8fd7-62a6157f048d,Los Angeles,7,1269.66,Cancelled,12/23/2024,181.38
Headphones,98bc21f6-a001-48c2-8b15-287f729a93ba,Los Angeles,2,761.96,Cancelled,3/18/2024,380.98
Laptop,6fe1e776-d2c2-4ee7-88c0-ff32d1c4e41d,Phoenix,2,586.18,Cancelled,8/27/2024,293.09
Smartwatch,3afad8f9-dbb5-431b-9deb-74a28aed889e,Seattle,10,1269.1,Pending,2/14/2024,126.91
Mouse,47ff283c-406c-4e07-986a-2bd7045f6e10,Houston,7,3369.03,Pending,4/14/2024,481.29
Smartwatch,3e1eab8f-2c93-4b1c-be34-9b183bda27ee,Los Angeles,7,3004.89,Pending,1/9/2025,429.27
Camera,f34f7c91-53e3-43ab-83af-7d3f7162f85b,Houston,4,1282.32,Pending,7/16/2024,320.58
Smartphone,ff9cb81d-251f-4595-a349-99b016938a0d,Phoenix,7,3228.96,Cancelled,1/10/2025,461.28
Camera,aa82661b-6305-46a2-9428-dc42a6e16d43,Los Angeles,5,448.5,Shipped,11/29/2024,89.7
Camera,55e3135c-f267-47e4-8be1-d6986178715a,Houston,8,336.88,Shipped,3/12/2024,42.11
Camera,6991c0b7-7b2e-4eb5-ad0e-f72231fab1cc,Seattle,6,1982.52,Shipped,1/21/2025,330.42
Smartphone,893f0104-5ed6-4527-b37a-cea5d62c5098,Los Angeles,4,1018.92,Cancelled,10/5/2024,254.73
Camera,25469600-0d8e-4a0d-938b-75d4b7ed6895,Houston,9,756.09,Delivered,4/15/2024,84.01
Laptop,53dd879c-f300-41c6-8dd7-4215d6a1824f,New York,4,494.48,Cancelled,7/24/2024,123.62
Keyboard,87148212-7567-4ab2-a8e3-8c6ec36a9be4,Miami,6,163.38,Delivered,4/9/2024,27.23
Gaming Console,9d46a633-b425-48ce-a79c-c16a8d7ae37e,Dallas,4,57.32,Shipped,8/13/2024,14.33
Monitor,67f9a772-eec2-403e-8bab-4bea13a4aa6d,Miami,2,450.62,Pending,1/22/2025,225.31
Gaming Console,137b4f4c-d8ae-4560-bdcb-071fa7ec6475,Dallas,9,826.38,Cancelled,9/11/2024,91.82
Headphones,5d2340a3-0e83-46dd-b408-7b59fbf2da1c,Houston,6,1140.42,Pending,4/21/2024,190.07
Gaming Console,621823a2-184e-4d13-9513-d1970e3ea931,Miami,3,361.68,Delivered,8/17/2024,120.56
Gaming Console,b4e77cf9-cf2b-4684-9025-8228d03bc494,New York,2,17.6,Pending,6/28/2024,8.8
Laptop,dbdaa9d5-c2c3-4ab3-8252-1588a1d4d774,New York,6,1046.34,Shipped,1/7/2025,174.39
Mouse,9f9c9fde-b7f7-4746-88d7-ce073624330c,Houston,7,1619.87,Cancelled,7/16/2024,231.41
Laptop,c03dcfb3-9b89-49e9-906c-06880ab95506,Seattle,1,148.22,Shipped,9/29/2024,148.22
Smartphone,710bf44d-0bfb-45ed-8f07-db203625fe66,Chicago,9,3914.19,Pending,12/15/2024,434.91
Headphones,da79d8ed-6198-411f-a14d-751aaacbf3b3,New York,4,1940.8,Shipped,12/4/2024,485.2
Smartphone,202e24b3-53ee-4dc0-9e23-967c09d8a889,Seattle,10,4197.7,Delivered,1/19/2025,419.77
